#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
35567531	Brdisv1Bd21-3_r1000001m.g	Brdisv1Bd21-3_r1000001m	Brdisv1Bd21-3_r1000001m.p															
35570267	Brdisv1Bd21-3_r1000084m.g	Brdisv1Bd21-3_r1000084m	Brdisv1Bd21-3_r1000084m.p	PF00403	PTHR22814,PTHR22814:SF114	KOG1603			GO:0046872,GO:0030001				AT5G03380.1		Heavy metal transport/detoxification superfamily protein 	LOC_Os10g30450.1		heavy-metal-associated domain-containing protein, putative, expressed
35568915	Brdisv1Bd21-3_r1000085m.g	Brdisv1Bd21-3_r1000085m	Brdisv1Bd21-3_r1000085m.p	PF01554	PTHR11206,PTHR11206:SF93	KOG1347		K03327	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	Cre10.g444900.t1.1	g10938.t1,MAE4,MFT4	MATE efflux family protein	AT4G22790.1		MATE efflux family protein	LOC_Os03g64150.1		MATE efflux family protein, putative, expressed
35576667	Brdisv1Bd21-3_r1000086m.g	Brdisv1Bd21-3_r1000086m	Brdisv1Bd21-3_r1000086m.p	PF07893	PTHR33085,PTHR33085:SF7											LOC_Os05g03490.1		expressed protein
35571268	Brdisv1Bd21-3_r1000087m.g	Brdisv1Bd21-3_r1000087m	Brdisv1Bd21-3_r1000087m.p	PF00657	PTHR22835,PTHR22835:SF282		3.1.1.3		GO:0016788				AT1G20120.1		GDSL-like Lipase/Acylhydrolase superfamily protein	LOC_Os03g64170.1		GDSL-like lipase/acylhydrolase, putative, expressed
35575204	Brdisv1Bd21-3_r1000088m.g	Brdisv1Bd21-3_r1000088m	Brdisv1Bd21-3_r1000088m.p	PF07893	PTHR33085,PTHR33085:SF7											LOC_Os05g03490.1		expressed protein
35572508	Brdisv1Bd21-3_r1000089m.g	Brdisv1Bd21-3_r1000089m	Brdisv1Bd21-3_r1000089m.p	PF00657	PTHR22835,PTHR22835:SF282		3.1.1.3		GO:0016788				AT1G75890.2		GDSL-like Lipase/Acylhydrolase superfamily protein	LOC_Os03g64170.1		GDSL-like lipase/acylhydrolase, putative, expressed
35579034	Brdisv1Bd21-3_r1000090m.g	Brdisv1Bd21-3_r1000090m	Brdisv1Bd21-3_r1000090m.p	PF05383	PTHR22792,PTHR22792:SF72			K18757		Cre10.g441200.t1.2	g10857.t1,Cre10.g441200.t1.1		AT5G66100.1		winged-helix DNA-binding transcription factor family protein	LOC_Os03g64190.1		la domain containing protein, putative, expressed
35568948	Brdisv1Bd21-3_r1000091m.g	Brdisv1Bd21-3_r1000091m	Brdisv1Bd21-3_r1000091m.p	PF07386	PTHR34801,PTHR34801:SF1					Cre11.g468750.t1.2	g11769.t1,Cre11.g468750.t1.1	Predicted protein	AT3G60810.1			LOC_Os03g64140.1		expressed protein
35574625	Brdisv1Bd21-3_r1000092m.g	Brdisv1Bd21-3_r1000092m	Brdisv1Bd21-3_r1000092m.p	PF11961,PF05003	PTHR31371,PTHR31371:SF4								AT5G51670.1		Protein of unknown function (DUF668)	LOC_Os03g64130.1		avr9/Cf-9 rapidly elicited protein, putative, expressed
35568887	Brdisv1Bd21-3_r1000093m.g	Brdisv1Bd21-3_r1000093m	Brdisv1Bd21-3_r1000093m.p	PF00400	PTHR22847,PTHR22847:SF358	KOG2096			GO:0005515	Cre02.g102450.t1.2	g2092.t1,Cre02.g102450.t1.1		AT4G00090.1		Transducin/WD40 repeat-like superfamily protein	LOC_Os03g64110.1		WD domain, G-beta repeat domain containing protein, expressed
35575563	Brdisv1Bd21-3_r1000094m.g	Brdisv1Bd21-3_r1000094m	Brdisv1Bd21-3_r1000094m.p	PF04227	PTHR10584,PTHR10584:SF201		4.2.1.70	K16329	GO:0016798	Cre02.g144000.t1.2	g2593.t1,Cre02.g144000.t1.1,IND1	Indigoidine synthase	AT1G50510.1		indigoidine synthase A family protein	LOC_Os08g39420.2		uncharacterized protein yeiN, putative, expressed
35571349	Brdisv1Bd21-3_r1000095m.g	Brdisv1Bd21-3_r1000095m	Brdisv1Bd21-3_r1000095m.p	PF00181,PF03947	PTHR13691,PTHR13691:SF18	KOG2309		K02938	GO:0006412,GO:0005840,GO:0005622,GO:0003735	Cre12.g535851.t1.1	g13179.t1		AT4G36130.1		Ribosomal protein L2 family	LOC_Os12g38000.1		60S ribosomal protein L8, putative, expressed
35570444	Brdisv1Bd21-3_r1000096m.g	Brdisv1Bd21-3_r1000096m	Brdisv1Bd21-3_r1000096m.p		PTHR33306,PTHR33306:SF8											LOC_Os03g64100.1		expressed protein
35574121	Brdisv1Bd21-3_r1000098m.g	Brdisv1Bd21-3_r1000097m	Brdisv1Bd21-3_r1000097m.p	PF03810,PF08389,PF08767	PTHR11223			K14290	GO:0008536,GO:0006886	Cre03.g146487.t1.1	g2989.t1,Cre01.g061700.t1.1,Cre01.g061700.t1.2,XPO1	Exportin 1 related protein	AT5G17020.1	ATCRM1,ATXPO1,HIT2,XPO1,XPO1A	exportin 1A			
35574120	Brdisv1Bd21-3_r1000098m.g	Brdisv1Bd21-3_r1000098m	Brdisv1Bd21-3_r1000098m.p	PF03810,PF08389,PF08767	PTHR11223			K14290	GO:0008536,GO:0006886	Cre03.g146487.t1.1	g2989.t1,Cre01.g061700.t1.1,Cre01.g061700.t1.2,XPO1	Exportin 1 related protein	AT5G17020.1	ATCRM1,ATXPO1,HIT2,XPO1,XPO1A	exportin 1A			
35574079	Brdisv1Bd21-3_r1000099m.g	Brdisv1Bd21-3_r1000099m	Brdisv1Bd21-3_r1000099m.p	PF03641	PTHR31223,PTHR31223:SF19			K06966		Cre07.g340900.t1.2	g7977.t1,Cre07.g340900.t1.1		AT5G06300.1		Putative lysine decarboxylase family protein	LOC_Os03g64070.1		uncharacterized protein PA4923, putative, expressed
35574080	Brdisv1Bd21-3_r1000099m.g	Brdisv1Bd21-3_r1000100m	Brdisv1Bd21-3_r1000100m.p	PF03641	PTHR31223,PTHR31223:SF19			K06966		Cre07.g340900.t1.2	g7977.t1,Cre07.g340900.t1.1		AT5G06300.1		Putative lysine decarboxylase family protein	LOC_Os03g64070.1		uncharacterized protein PA4923, putative, expressed
35574081	Brdisv1Bd21-3_r1000099m.g	Brdisv1Bd21-3_r1000101m	Brdisv1Bd21-3_r1000101m.p	PF03641	PTHR31223,PTHR31223:SF19			K06966		Cre07.g340900.t1.2	g7977.t1,Cre07.g340900.t1.1		AT5G06300.1		Putative lysine decarboxylase family protein	LOC_Os03g64070.1		uncharacterized protein PA4923, putative, expressed
35570891	Brdisv1Bd21-3_r1002072m.g	Brdisv1Bd21-3_r1002072m	Brdisv1Bd21-3_r1002072m.p		PTHR34941								AT1G54410.1		dehydrin family protein	LOC_Os03g45280.1		dehydrin, putative, expressed
35570892	Brdisv1Bd21-3_r1002072m.g	Brdisv1Bd21-3_r1002073m	Brdisv1Bd21-3_r1002073m.p		PTHR34941								AT1G54410.1		dehydrin family protein	LOC_Os03g45280.1		dehydrin, putative, expressed
35579362	Brdisv1Bd21-3_r1006248m.g	Brdisv1Bd21-3_r1006248m	Brdisv1Bd21-3_r1006248m.p	PF00257	PTHR33346				GO:0009415,GO:0006950				AT3G50980.1	XERO1	dehydrin xero 1	LOC_Os11g26780.1		dehydrin, putative, expressed
35587207	Brdisv1Bd21-3_r1019923m.g	Brdisv1Bd21-3_r1019924m	Brdisv1Bd21-3_r1019924m.p	PF00257	PTHR33346,PTHR33346:SF1				GO:0009415,GO:0006950				AT3G50980.1	XERO1	dehydrin xero 1	LOC_Os01g50700.1		dehydrin family protein, expressed
