#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
33728681	Brdisv1ABR21000085m.g	Brdisv1ABR21000085m	Brdisv1ABR21000085m.p	PF02338	PTHR12419,PTHR12419:SF18		3.4.19.12			Cre12.g541100.t1.2	g13754.t1,Cre12.g541100.t1.1,OTU7		AT5G04250.2		Cysteine proteinases superfamily protein	LOC_Os03g64219.1		OTU-like cysteine protease family protein, putative, expressed
33728682	Brdisv1ABR21000085m.g	Brdisv1ABR21000086m	Brdisv1ABR21000086m.p	PF02338	PTHR12419,PTHR12419:SF18		3.4.19.12			Cre12.g541100.t1.2	g13754.t1,Cre12.g541100.t1.1,OTU7		AT5G04250.2		Cysteine proteinases superfamily protein	LOC_Os03g64219.1		OTU-like cysteine protease family protein, putative, expressed
33728684	Brdisv1ABR21000085m.g	Brdisv1ABR21000087m	Brdisv1ABR21000087m.p	PF02338	PTHR12419,PTHR12419:SF18		3.4.19.12			Cre12.g541100.t1.2	g13754.t1,Cre12.g541100.t1.1,OTU7		AT5G04250.2		Cysteine proteinases superfamily protein	LOC_Os03g64219.1		OTU-like cysteine protease family protein, putative, expressed
33728683	Brdisv1ABR21000085m.g	Brdisv1ABR21000088m	Brdisv1ABR21000088m.p	PF02338	PTHR12419,PTHR12419:SF18		3.4.19.12			Cre12.g541100.t1.2	g13754.t1,Cre12.g541100.t1.1,OTU7		AT5G04250.2		Cysteine proteinases superfamily protein	LOC_Os03g64219.1		OTU-like cysteine protease family protein, putative, expressed
33730235	Brdisv1ABR21000089m.g	Brdisv1ABR21000089m	Brdisv1ABR21000089m.p	PF00118	PTHR11353,PTHR11353:SF11				GO:0005524	Cre04.g231222.t1.1	g5049.t1		AT2G28000.1	CH-CPN60A,CPN60A,SLP	chaperonin-60alpha	LOC_Os03g64210.1		T-complex protein, putative, expressed
33734253	Brdisv1ABR21000090m.g	Brdisv1ABR21000090m	Brdisv1ABR21000090m.p	PF01575	PTHR13078		4.2.1.119			Cre12.g560100.t1.1	g13317.t1		AT5G60335.1		Thioesterase superfamily protein	LOC_Os05g09370.3		kinase, pfkB family, putative, expressed
33734254	Brdisv1ABR21000090m.g	Brdisv1ABR21000091m	Brdisv1ABR21000091m.p	PF01575	PTHR13078		4.2.1.119			Cre12.g560100.t1.1	g13317.t1		AT5G60335.1		Thioesterase superfamily protein	LOC_Os05g09370.3		kinase, pfkB family, putative, expressed
33728961	Brdisv1ABR21000092m.g	Brdisv1ABR21000092m	Brdisv1ABR21000092m.p	PF04545,PF04539,PF04542	PTHR30603,PTHR30603:SF9				GO:0016987,GO:0006355,GO:0006352,GO:0003700,GO:0003677	Cre03.g194950.t1.1	g4037.t1,RPOD	Chloroplast RNA polymerase sigma factor, c	AT2G36990.1	ATSIG6,SIG6,SIGF,SOLDAT8	RNApolymerase sigma-subunit F	LOC_Os08g14450.1		RNA polymerase sigma factor, putative, expressed
33728512	Brdisv1ABR21000093m.g	Brdisv1ABR21000093m	Brdisv1ABR21000093m.p	PF00005,PF01061	PTHR19241,PTHR19241:SF200	KOG0061			GO:0016887,GO:0005524,GO:0016020	Cre02.g096000.t1.1	g1949.t1		AT2G28070.1		ABC-2 type transporter family protein	LOC_Os03g64200.1		ABC-2 type transporter, putative, expressed
33732167	Brdisv1ABR21000094m.g	Brdisv1ABR21000094m	Brdisv1ABR21000094m.p													LOC_Os10g03490.1		expressed protein
33726906	Brdisv1ABR21000095m.g	Brdisv1ABR21000095m	Brdisv1ABR21000095m.p	PF00403	PTHR22814,PTHR22814:SF114	KOG1603			GO:0046872,GO:0030001				AT5G03380.1		Heavy metal transport/detoxification superfamily protein 	LOC_Os02g57360.1		heavy metal-associated domain containing protein, expressed
33734592	Brdisv1ABR21000096m.g	Brdisv1ABR21000096m	Brdisv1ABR21000096m.p	PF01554	PTHR11206,PTHR11206:SF93	KOG1347		K03327	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	Cre10.g444900.t1.1	g10938.t1,MAE4,MFT4	MATE efflux family protein	AT4G22790.1		MATE efflux family protein	LOC_Os03g64150.1		MATE efflux family protein, putative, expressed
33732213	Brdisv1ABR21000097m.g	Brdisv1ABR21000097m	Brdisv1ABR21000097m.p	PF07893	PTHR33085,PTHR33085:SF7											LOC_Os05g03490.1		expressed protein
33731618	Brdisv1ABR21000098m.g	Brdisv1ABR21000098m	Brdisv1ABR21000098m.p	PF00657	PTHR22835,PTHR22835:SF282		3.1.1.3		GO:0016788				AT1G20120.1		GDSL-like Lipase/Acylhydrolase superfamily protein	LOC_Os03g64170.1		GDSL-like lipase/acylhydrolase, putative, expressed
33730418	Brdisv1ABR21000099m.g	Brdisv1ABR21000099m	Brdisv1ABR21000099m.p	PF07893	PTHR33085,PTHR33085:SF7											LOC_Os05g03490.1		expressed protein
33729508	Brdisv1ABR21000100m.g	Brdisv1ABR21000100m	Brdisv1ABR21000100m.p	PF00657	PTHR22835,PTHR22835:SF282		3.1.1.3		GO:0016788				AT1G75900.1		GDSL-like Lipase/Acylhydrolase superfamily protein	LOC_Os03g64170.1		GDSL-like lipase/acylhydrolase, putative, expressed
33735844	Brdisv1ABR21006317m.g	Brdisv1ABR21006317m	Brdisv1ABR21006317m.p	PF00257	PTHR33346				GO:0009415,GO:0006950				AT3G50980.1	XERO1	dehydrin xero 1	LOC_Os11g26780.1		dehydrin, putative, expressed
33714013	Brdisv1ABR21020583m.g	Brdisv1ABR21020583m	Brdisv1ABR21020583m.p	PF00226,PF14308,PF00257	PTHR33346,PTHR33346:SF1	KOG0691			GO:0009415,GO:0006950	Cre06.g260350.t1.2	g5851.t1,Cre06.g260350.t1.1	DnaJ-like protein	AT4G39150.2		DNAJ heat shock N-terminal domain-containing protein	LOC_Os01g50700.1		dehydrin family protein, expressed
33712521	Brdisv1ABR21026925m.g	Brdisv1ABR21026925m	Brdisv1ABR21026925m.p	PF00257	PTHR33346				GO:0009415,GO:0006950				AT5G66400.1	ATDI8,RAB18	Dehydrin family protein	LOC_Os11g26780.1		dehydrin, putative, expressed
33712522	Brdisv1ABR21026925m.g	Brdisv1ABR21026926m	Brdisv1ABR21026926m.p	PF00257	PTHR33346				GO:0009415,GO:0006950				AT5G66400.1	ATDI8,RAB18	Dehydrin family protein	LOC_Os11g26780.1		dehydrin, putative, expressed
33742908	Brdisv1ABR21036863m.g	Brdisv1ABR21036862m	Brdisv1ABR21036862m.p		PTHR34941								AT1G54410.1		dehydrin family protein	LOC_Os03g45280.1		dehydrin, putative, expressed
33742907	Brdisv1ABR21036863m.g	Brdisv1ABR21036863m	Brdisv1ABR21036863m.p		PTHR34941								AT1G54410.1		dehydrin family protein	LOC_Os03g45280.1		dehydrin, putative, expressed
